transactionId,userId,date,amount,type,category,merchantName,description,paymentMode,isRecurring,source
TXN0003222,U008,2025-10-26,85000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0003223,U008,2025-10-17,58945,Expense,Rent,Property Management,Rent,UPI,true,Rent
TXN0003224,U008,2025-10-08,3423,Expense,Insurance,Premium Payment,Insurance,Credit Card,true,Insurance
TXN0003225,U008,2025-10-15,3332,Expense,Utilities,Internet Provider,Utilities,UPI,false,Utilities
TXN0003226,U008,2025-10-18,9899,Expense,Entertainment,Amazon Prime,Entertainment,Debit Card,false,Entertainment
TXN0003227,U008,2025-10-03,4134,Expense,Medical,Hospital,Medical,Cash,false,Medical
TXN0003228,U008,2025-10-28,4212,Expense,Insurance,Premium Payment,Insurance,UPI,true,Insurance
TXN0003229,U008,2025-10-30,7874,Expense,Groceries,Whole Foods,Groceries,Credit Card,false,Groceries
TXN0003230,U008,2025-10-25,14683,Expense,Medical,Clinic,Medical,Credit Card,false,Medical
TXN0003231,U008,2025-10-25,5174,Expense,Groceries,Carrefour,Groceries,Cash,false,Groceries
TXN0003232,U008,2025-11-25,85000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0003233,U008,2025-11-28,5358,Expense,Groceries,Local Market,Groceries,Cash,false,Groceries
TXN0003234,U008,2025-11-02,13364,Expense,Medical,Lab Tests,Medical,Cash,false,Medical
TXN0003235,U008,2025-11-14,15653,Expense,Shopping,Zara,Shopping,Credit Card,false,Shopping
TXN0003236,U008,2025-11-28,4991,Expense,Dining,Cafe,Dining,Cash,false,Dining
TXN0003237,U008,2025-11-17,7775,Expense,Education,Books Store,Education,Debit Card,false,Education
TXN0003238,U008,2025-11-10,3268,Expense,Dining,Fast Food Chain,Dining,UPI,false,Dining
TXN0003239,U008,2025-11-27,5870,Expense,Education,Udemy,Education,UPI,false,Education
TXN0003240,U008,2025-11-09,3343,Expense,Insurance,Premium Payment,Insurance,Credit Card,true,Insurance
TXN0003241,U008,2025-12-25,85000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0003242,U008,2025-12-01,51000,Income,Bonus,Employer,Bonus,Net Banking,false,Bonus
TXN0003243,U008,2025-12-31,6555,Expense,Shopping,Amazon,Shopping,Debit Card,false,Shopping
TXN0003244,U008,2025-12-05,3795,Expense,Utilities,Gas Company,Utilities,UPI,false,Utilities
TXN0003245,U008,2025-12-17,5306,Expense,Education,Udemy,Education,UPI,false,Education
TXN0003246,U008,2025-12-15,3203,Expense,Transportation,Metro Card,Transportation,UPI,false,Transportation
TXN0003247,U008,2025-12-24,14570,Expense,Medical,Lab Tests,Medical,Net Banking,false,Medical
TXN0003248,U008,2025-12-24,7282,Expense,Education,Coursera,Education,Credit Card,false,Education
TXN0003249,U008,2025-12-18,7225,Expense,Entertainment,Gaming Store,Entertainment,Cash,false,Entertainment
TXN0003250,U008,2025-12-31,7548,Expense,Shopping,Local Store,Shopping,Cash,false,Shopping
TXN0003251,U008,2026-01-28,85000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0003252,U008,2026-01-24,3922,Expense,Utilities,Electricity Board,Utilities,Cash,false,Utilities
TXN0003253,U008,2026-01-26,5098,Expense,Insurance,Insurance Company,Insurance,UPI,true,Insurance
TXN0003254,U008,2026-01-09,13432,Expense,Shopping,Zara,Shopping,Debit Card,false,Shopping
TXN0003255,U008,2026-01-30,5397,Expense,Entertainment,Movie Tickets,Entertainment,Debit Card,false,Entertainment
TXN0003256,U008,2026-01-08,7739,Expense,Medical,Lab Tests,Medical,Net Banking,false,Medical
TXN0003257,U008,2026-01-04,6117,Expense,Entertainment,Movie Tickets,Entertainment,Credit Card,false,Entertainment
TXN0003258,U008,2026-01-09,6487,Expense,Education,Udemy,Education,Cash,false,Education
TXN0003259,U008,2026-01-31,8845,Expense,Medical,Hospital,Medical,Credit Card,false,Medical
TXN0003260,U008,2026-01-06,5170,Expense,Groceries,Carrefour,Groceries,Credit Card,false,Groceries
TXN0003261,U009,2024-01-26,120000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0003262,U009,2024-01-22,6057,Expense,Entertainment,Gaming Store,Entertainment,Net Banking,false,Entertainment
TXN0003263,U009,2024-01-04,2300,Expense,Education,Books Store,Education,Cash,false,Education
TXN0003264,U009,2024-01-26,18366,Expense,Shopping,Nike,Shopping,UPI,false,Shopping
TXN0003265,U009,2024-01-22,7534,Expense,Education,Udemy,Education,Cash,false,Education
TXN0003266,U009,2024-01-28,13407,Expense,Medical,Lab Tests,Medical,Cash,false,Medical
TXN0003267,U009,2024-01-13,2759,Expense,Entertainment,Amazon Prime,Entertainment,Credit Card,false,Entertainment
TXN0003268,U009,2024-01-26,18042,Expense,Shopping,Flipkart,Shopping,Credit Card,false,Shopping
TXN0003269,U009,2024-01-25,6307,Expense,Entertainment,Movie Tickets,Entertainment,Net Banking,false,Entertainment
TXN0003270,U009,2024-02-28,120000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0003271,U009,2024-02-10,6125,Income,Freelance,Client,Freelance project,UPI,false,Freelance
TXN0003272,U009,2024-02-20,13917,Expense,Medical,Lab Tests,Medical,Credit Card,false,Medical
TXN0003273,U009,2024-02-03,6616,Expense,Groceries,Local Market,Groceries,Debit Card,false,Groceries
TXN0003274,U009,2024-02-21,4849,Expense,Transportation,Metro Card,Transportation,Cash,false,Transportation
TXN0003275,U009,2024-02-25,10022,Expense,Medical,Hospital,Medical,Debit Card,false,Medical
TXN0003276,U009,2024-02-26,8821,Expense,Entertainment,Netflix,Entertainment,Debit Card,false,Entertainment
TXN0003277,U009,2024-02-23,10197,Expense,Shopping,Amazon,Shopping,Credit Card,false,Shopping
TXN0003278,U009,2024-02-06,7799,Expense,Groceries,Amazon Fresh,Groceries,Debit Card,false,Groceries
TXN0003279,U009,2024-02-11,2905,Expense,Utilities,Internet Provider,Utilities,Net Banking,false,Utilities
TXN0003280,U009,2024-02-25,3151,Expense,Education,Books Store,Education,Credit Card,false,Education
TXN0003281,U009,2024-03-28,120000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0003282,U009,2024-03-02,18773,Expense,Shopping,Flipkart,Shopping,Debit Card,false,Shopping
TXN0003283,U009,2024-03-17,47034,Expense,Rent,Landlord,Rent,Cash,true,Rent
TXN0003284,U009,2024-03-06,9518,Expense,Medical,Pharmacy,Medical,Debit Card,false,Medical
TXN0003285,U009,2024-03-17,3559,Expense,Transportation,Metro Card,Transportation,UPI,false,Transportation
TXN0003286,U009,2024-03-13,3312,Expense,Transportation,Uber,Transportation,Net Banking,false,Transportation
TXN0003287,U009,2024-03-12,8169,Expense,Medical,Clinic,Medical,Debit Card,false,Medical
TXN0003288,U009,2024-03-26,3623,Expense,Utilities,Gas Company,Utilities,UPI,false,Utilities
TXN0003289,U009,2024-03-11,2717,Expense,Utilities,Internet Provider,Utilities,Debit Card,false,Utilities
TXN0003290,U009,2024-03-19,2605,Expense,Utilities,Internet Provider,Utilities,Debit Card,false,Utilities
TXN0003291,U009,2024-03-14,2575,Expense,Utilities,Internet Provider,Utilities,Credit Card,false,Utilities
TXN0003292,U009,2024-03-24,10240,Expense,Medical,Pharmacy,Medical,Credit Card,false,Medical
TXN0003293,U009,2024-03-10,2500,Expense,Transportation,Uber,Transportation,Cash,false,Transportation
TXN0003294,U009,2024-04-25,120000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0003295,U009,2024-04-06,6738,Income,Freelance,Client,Freelance project,UPI,false,Freelance
TXN0003296,U009,2024-04-27,8222,Expense,Medical,Clinic,Medical,Cash,false,Medical
TXN0003297,U009,2024-04-08,11183,Expense,Shopping,Nike,Shopping,Debit Card,false,Shopping
TXN0003298,U009,2024-04-27,7622,Expense,Education,Coursera,Education,Debit Card,false,Education
TXN0003299,U009,2024-04-22,3090,Expense,Insurance,Premium Payment,Insurance,Debit Card,true,Insurance
TXN0003300,U009,2024-04-27,6292,Expense,Insurance,Insurance Company,Insurance,Debit Card,true,Insurance
TXN0003301,U009,2024-04-12,2520,Expense,Entertainment,Amazon Prime,Entertainment,Net Banking,false,Entertainment
TXN0003302,U009,2024-04-02,4212,Expense,Insurance,Premium Payment,Insurance,Net Banking,true,Insurance
TXN0003303,U009,2024-04-05,3237,Expense,Utilities,Gas Company,Utilities,Debit Card,false,Utilities
TXN0003304,U009,2024-04-17,14417,Expense,Medical,Pharmacy,Medical,UPI,false,Medical
TXN0003305,U009,2024-04-13,29234,Expense,Shopping,Flipkart,Shopping,Debit Card,false,Shopping
TXN0003306,U009,2024-04-16,5049,Expense,Dining,Cafe,Dining,Net Banking,false,Dining
TXN0003307,U009,2024-04-16,3265,Expense,Insurance,Insurance Company,Insurance,Net Banking,true,Insurance
TXN0003308,U009,2024-05-27,120000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0003309,U009,2024-05-26,5204,Expense,Entertainment,Gaming Store,Entertainment,UPI,false,Entertainment
TXN0003310,U009,2024-05-17,14783,Expense,Shopping,Flipkart,Shopping,Cash,false,Shopping
TXN0003311,U009,2024-05-22,4352,Expense,Insurance,Insurance Company,Insurance,Credit Card,true,Insurance
TXN0003312,U009,2024-05-09,3215,Expense,Groceries,Costco,Groceries,Credit Card,false,Groceries
TXN0003313,U009,2024-05-14,7985,Expense,Dining,Food Delivery,Dining,Cash,false,Dining
TXN0003314,U009,2024-05-16,9889,Expense,Shopping,Zara,Shopping,Debit Card,false,Shopping
TXN0003315,U009,2024-05-10,1868,Expense,Transportation,Uber,Transportation,Net Banking,false,Transportation
TXN0003316,U009,2024-05-08,2262,Expense,Medical,Clinic,Medical,Net Banking,false,Medical
TXN0003317,U009,2024-06-25,120000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0003318,U009,2024-06-04,72000,Income,Bonus,Employer,Bonus,Net Banking,false,Bonus
TXN0003319,U009,2024-06-15,6246,Income,Freelance,Client,Freelance project,UPI,false,Freelance
TXN0003320,U009,2024-06-17,7598,Expense,Medical,Clinic,Medical,Debit Card,false,Medical
TXN0003321,U009,2024-06-03,7372,Expense,Insurance,Premium Payment,Insurance,UPI,true,Insurance
TXN0003322,U009,2024-06-19,4188,Expense,Education,Books Store,Education,Credit Card,false,Education
TXN0003323,U009,2024-06-10,17527,Expense,Rent,Property Management,Rent,Net Banking,true,Rent
TXN0003324,U009,2024-06-30,3121,Expense,Utilities,Electricity Board,Utilities,Net Banking,false,Utilities
TXN0003325,U009,2024-06-16,2830,Expense,Transportation,Ola,Transportation,Cash,false,Transportation
TXN0003326,U009,2024-06-19,4320,Expense,Groceries,Carrefour,Groceries,UPI,false,Groceries
TXN0003327,U009,2024-06-01,12242,Expense,Shopping,Zara,Shopping,Credit Card,false,Shopping
TXN0003328,U009,2024-06-10,1988,Expense,Transportation,Uber,Transportation,UPI,false,Transportation
TXN0003329,U009,2024-06-19,7026,Expense,Groceries,Costco,Groceries,Credit Card,false,Groceries
TXN0003330,U009,2024-06-23,3869,Expense,Groceries,Whole Foods,Groceries,Credit Card,false,Groceries
TXN0003331,U009,2024-06-13,3601,Expense,Education,Coursera,Education,Debit Card,false,Education
TXN0003332,U009,2024-07-28,120000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0003333,U009,2024-07-05,14008,Income,Freelance,Client,Freelance project,UPI,false,Freelance
TXN0003334,U009,2024-07-31,4366,Expense,Dining,Cafe,Dining,Cash,false,Dining
TXN0003335,U009,2024-07-16,7590,Expense,Education,Tuition,Education,Credit Card,false,Education
TXN0003336,U009,2024-07-13,4060,Expense,Entertainment,Amazon Prime,Entertainment,Debit Card,false,Entertainment
TXN0003337,U009,2024-07-11,38688,Expense,Shopping,Flipkart,Shopping,UPI,false,Shopping
TXN0003338,U009,2024-07-23,3016,Expense,Transportation,Parking,Transportation,Net Banking,false,Transportation
TXN0003339,U009,2024-07-16,3239,Expense,Insurance,Insurance Company,Insurance,Debit Card,true,Insurance
TXN0003340,U009,2024-07-13,8755,Expense,Entertainment,Netflix,Entertainment,Credit Card,false,Entertainment
TXN0003341,U009,2024-07-04,5935,Expense,Insurance,Insurance Company,Insurance,UPI,true,Insurance
TXN0003342,U009,2024-08-25,120000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0003343,U009,2024-08-19,6142,Expense,Insurance,Premium Payment,Insurance,Cash,true,Insurance
TXN0003344,U009,2024-08-17,37785,Expense,Rent,Landlord,Rent,Cash,true,Rent
TXN0003345,U009,2024-08-12,6402,Expense,Dining,Restaurant,Dining,Net Banking,false,Dining
TXN0003346,U009,2024-08-02,2815,Expense,Transportation,Uber,Transportation,UPI,false,Transportation
TXN0003347,U009,2024-08-11,32750,Expense,Rent,Landlord,Rent,Debit Card,true,Rent
TXN0003348,U009,2024-08-19,6331,Expense,Insurance,Insurance Company,Insurance,UPI,true,Insurance
TXN0003349,U009,2024-08-01,2953,Expense,Utilities,Electricity Board,Utilities,Net Banking,false,Utilities
TXN0003350,U009,2024-08-27,7754,Expense,Education,Udemy,Education,Debit Card,false,Education
TXN0003351,U009,2024-08-19,7868,Expense,Dining,Food Delivery,Dining,Cash,false,Dining
TXN0003352,U009,2024-08-07,2891,Expense,Dining,Food Delivery,Dining,Debit Card,false,Dining
TXN0003353,U009,2024-08-16,1659,Expense,Medical,Clinic,Medical,UPI,false,Medical
TXN0003354,U009,2024-09-28,120000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0003355,U009,2024-09-27,5260,Expense,Insurance,Premium Payment,Insurance,UPI,true,Insurance
TXN0003356,U009,2024-09-06,9888,Expense,Insurance,Insurance Company,Insurance,Cash,true,Insurance
TXN0003357,U009,2024-09-07,20252,Expense,Rent,Landlord,Rent,Net Banking,true,Rent
TXN0003358,U009,2024-09-25,8843,Expense,Entertainment,Amazon Prime,Entertainment,Net Banking,false,Entertainment
TXN0003359,U009,2024-09-28,3393,Expense,Utilities,Internet Provider,Utilities,Net Banking,false,Utilities
TXN0003360,U009,2024-09-04,9774,Expense,Education,Coursera,Education,Debit Card,false,Education
TXN0003361,U009,2024-09-19,3787,Expense,Utilities,Gas Company,Utilities,Net Banking,false,Utilities
TXN0003362,U009,2024-09-12,3888,Expense,Groceries,Amazon Fresh,Groceries,Net Banking,false,Groceries
TXN0003363,U009,2024-09-30,6470,Expense,Entertainment,Amazon Prime,Entertainment,Debit Card,false,Entertainment
TXN0003364,U009,2024-10-26,120000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0003365,U009,2024-10-04,18717,Expense,Shopping,Zara,Shopping,Credit Card,false,Shopping
TXN0003366,U009,2024-10-17,40401,Expense,Rent,Landlord,Rent,Net Banking,true,Rent
TXN0003367,U009,2024-10-02,5297,Expense,Dining,Fast Food Chain,Dining,Net Banking,false,Dining
TXN0003368,U009,2024-10-17,17180,Expense,Groceries,Costco,Groceries,UPI,false,Groceries
TXN0003369,U009,2024-10-09,7163,Expense,Groceries,Costco,Groceries,Net Banking,false,Groceries
TXN0003370,U009,2024-10-12,4956,Expense,Dining,Cafe,Dining,UPI,false,Dining
TXN0003371,U009,2024-10-07,7468,Expense,Entertainment,Netflix,Entertainment,Net Banking,false,Entertainment
TXN0003372,U009,2024-10-28,7246,Expense,Insurance,Insurance Company,Insurance,UPI,true,Insurance
TXN0003373,U009,2024-10-06,2025,Expense,Medical,Lab Tests,Medical,Net Banking,false,Medical
TXN0003374,U009,2024-10-10,7689,Expense,Medical,Pharmacy,Medical,Credit Card,false,Medical
TXN0003375,U009,2024-10-15,3599,Expense,Transportation,Uber,Transportation,Cash,false,Transportation
TXN0003376,U009,2024-10-07,22818,Expense,Shopping,Zara,Shopping,Cash,false,Shopping
TXN0003377,U009,2024-11-26,120000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0003378,U009,2024-11-13,16582,Expense,Shopping,Flipkart,Shopping,Net Banking,false,Shopping
TXN0003379,U009,2024-11-23,6334,Expense,Medical,Lab Tests,Medical,Debit Card,false,Medical
TXN0003380,U009,2024-11-25,4761,Expense,Transportation,Parking,Transportation,Cash,false,Transportation
TXN0003381,U009,2024-11-19,6427,Expense,Entertainment,Gaming Store,Entertainment,UPI,false,Entertainment
TXN0003382,U009,2024-11-03,1613,Expense,Medical,Lab Tests,Medical,Credit Card,false,Medical
TXN0003383,U009,2024-11-02,2173,Expense,Medical,Hospital,Medical,UPI,false,Medical
TXN0003384,U009,2024-11-27,6342,Expense,Education,Udemy,Education,UPI,false,Education
TXN0003385,U009,2024-11-11,3101,Expense,Utilities,Internet Provider,Utilities,Cash,false,Utilities
TXN0003386,U009,2024-11-09,8815,Expense,Education,Books Store,Education,Cash,false,Education
TXN0003387,U009,2024-12-27,120000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0003388,U009,2024-12-08,72000,Income,Bonus,Employer,Bonus,Net Banking,false,Bonus
TXN0003389,U009,2024-12-13,16873,Income,Freelance,Client,Freelance project,UPI,false,Freelance
TXN0003390,U009,2024-12-23,4744,Expense,Transportation,Parking,Transportation,Cash,false,Transportation
TXN0003391,U009,2024-12-04,3386,Expense,Groceries,Amazon Fresh,Groceries,UPI,false,Groceries
TXN0003392,U009,2024-12-12,8374,Expense,Entertainment,Netflix,Entertainment,Net Banking,false,Entertainment
TXN0003393,U009,2024-12-11,21335,Expense,Rent,Property Management,Rent,UPI,true,Rent
TXN0003394,U009,2024-12-30,1681,Expense,Transportation,Parking,Transportation,Credit Card,false,Transportation
TXN0003395,U009,2024-12-02,1898,Expense,Medical,Pharmacy,Medical,UPI,false,Medical
TXN0003396,U009,2024-12-28,9872,Expense,Medical,Pharmacy,Medical,Cash,false,Medical
TXN0003397,U009,2024-12-11,6728,Expense,Groceries,Costco,Groceries,Cash,false,Groceries
TXN0003398,U009,2025-01-25,120000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0003399,U009,2025-01-29,8284,Income,Freelance,Client,Freelance project,UPI,false,Freelance
TXN0003400,U009,2025-01-24,7750,Expense,Dining,Restaurant,Dining,Debit Card,false,Dining
TXN0003401,U009,2025-01-25,5206,Expense,Insurance,Premium Payment,Insurance,UPI,true,Insurance
TXN0003402,U009,2025-01-20,3728,Expense,Insurance,Premium Payment,Insurance,Cash,true,Insurance
TXN0003403,U009,2025-01-10,10626,Expense,Shopping,Amazon,Shopping,UPI,false,Shopping
TXN0003404,U009,2025-01-05,34781,Expense,Rent,Property Management,Rent,Net Banking,true,Rent
TXN0003405,U009,2025-01-26,21425,Expense,Rent,Property Management,Rent,Net Banking,true,Rent
TXN0003406,U009,2025-01-30,3806,Expense,Entertainment,Movie Tickets,Entertainment,Debit Card,false,Entertainment
TXN0003407,U009,2025-01-26,48648,Expense,Medical,Lab Tests,Medical,Cash,false,Medical
TXN0003408,U009,2025-01-26,7485,Expense,Insurance,Premium Payment,Insurance,Debit Card,true,Insurance
TXN0003409,U009,2025-01-20,2511,Expense,Utilities,Gas Company,Utilities,Net Banking,false,Utilities
TXN0003410,U009,2025-01-01,3328,Expense,Insurance,Premium Payment,Insurance,Net Banking,true,Insurance
TXN0003411,U009,2025-01-31,6324,Expense,Medical,Hospital,Medical,Net Banking,false,Medical
TXN0003412,U009,2025-02-27,120000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0003413,U009,2025-02-18,18760,Income,Freelance,Client,Freelance project,UPI,false,Freelance
TXN0003414,U009,2025-02-05,17280,Expense,Rent,Property Management,Rent,Credit Card,true,Rent
TXN0003415,U009,2025-02-10,18235,Expense,Shopping,Local Store,Shopping,Net Banking,false,Shopping
TXN0003416,U009,2025-02-27,4094,Expense,Transportation,Ola,Transportation,Debit Card,false,Transportation
TXN0003417,U009,2025-02-28,8998,Expense,Education,Books Store,Education,Net Banking,false,Education
TXN0003418,U009,2025-02-20,17403,Expense,Shopping,Nike,Shopping,Credit Card,false,Shopping
TXN0003419,U009,2025-02-27,7427,Expense,Dining,Cafe,Dining,Debit Card,false,Dining
TXN0003420,U009,2025-02-01,10943,Expense,Medical,Pharmacy,Medical,Credit Card,false,Medical
TXN0003421,U009,2025-02-09,6665,Expense,Groceries,Local Market,Groceries,Credit Card,false,Groceries
TXN0003422,U009,2025-02-07,6373,Expense,Insurance,Premium Payment,Insurance,UPI,true,Insurance
TXN0003423,U009,2025-02-04,8174,Expense,Entertainment,Gaming Store,Entertainment,Cash,false,Entertainment
TXN0003424,U009,2025-02-27,6186,Expense,Insurance,Insurance Company,Insurance,Net Banking,true,Insurance
TXN0003425,U009,2025-03-28,120000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0003426,U009,2025-03-18,5150,Expense,Shopping,Zara,Shopping,Net Banking,false,Shopping
TXN0003427,U009,2025-03-12,8901,Expense,Shopping,Local Store,Shopping,Debit Card,false,Shopping
TXN0003428,U009,2025-03-24,6105,Expense,Insurance,Insurance Company,Insurance,Debit Card,true,Insurance
TXN0003429,U009,2025-03-30,3203,Expense,Groceries,Local Market,Groceries,Cash,false,Groceries
TXN0003430,U009,2025-03-15,4434,Expense,Education,Coursera,Education,Net Banking,false,Education
TXN0003431,U009,2025-03-03,3903,Expense,Utilities,Gas Company,Utilities,Credit Card,false,Utilities
TXN0003432,U009,2025-03-12,3631,Expense,Utilities,Internet Provider,Utilities,Debit Card,false,Utilities
TXN0003433,U009,2025-03-13,7951,Expense,Dining,Restaurant,Dining,Credit Card,false,Dining
TXN0003434,U009,2025-03-15,3944,Expense,Groceries,Carrefour,Groceries,Credit Card,false,Groceries
TXN0003435,U009,2025-03-04,6827,Expense,Insurance,Insurance Company,Insurance,Net Banking,true,Insurance
TXN0003436,U009,2025-03-08,2579,Expense,Utilities,Gas Company,Utilities,Net Banking,false,Utilities
TXN0003437,U009,2025-03-11,9345,Expense,Medical,Pharmacy,Medical,Credit Card,false,Medical
TXN0003438,U009,2025-04-27,120000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0003439,U009,2025-04-17,18905,Income,Freelance,Client,Freelance project,UPI,false,Freelance
TXN0003440,U009,2025-04-27,6299,Expense,Dining,Restaurant,Dining,Net Banking,false,Dining
TXN0003441,U009,2025-04-06,2257,Expense,Transportation,Metro Card,Transportation,Credit Card,false,Transportation
TXN0003442,U009,2025-04-01,6605,Expense,Groceries,Local Market,Groceries,UPI,false,Groceries
TXN0003443,U009,2025-04-02,18964,Expense,Shopping,Nike,Shopping,Debit Card,false,Shopping
TXN0003444,U009,2025-04-14,7205,Expense,Groceries,Whole Foods,Groceries,UPI,false,Groceries
TXN0003445,U009,2025-04-24,4207,Expense,Transportation,Ola,Transportation,Credit Card,false,Transportation
TXN0003446,U009,2025-04-04,15332,Expense,Shopping,Zara,Shopping,Credit Card,false,Shopping
TXN0003447,U009,2025-04-22,12526,Expense,Shopping,Nike,Shopping,Cash,false,Shopping
TXN0003448,U009,2025-04-04,2258,Expense,Utilities,Gas Company,Utilities,Net Banking,false,Utilities
TXN0003449,U009,2025-04-16,5402,Expense,Education,Tuition,Education,Net Banking,false,Education
TXN0003450,U009,2025-04-13,3917,Expense,Transportation,Metro Card,Transportation,Credit Card,false,Transportation
TXN0003451,U009,2025-05-27,120000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0003452,U009,2025-05-26,11035,Expense,Shopping,Nike,Shopping,Cash,false,Shopping
TXN0003453,U009,2025-05-02,2653,Expense,Transportation,Gas Station,Transportation,UPI,false,Transportation
TXN0003454,U009,2025-05-29,4427,Expense,Insurance,Insurance Company,Insurance,Cash,true,Insurance
TXN0003455,U009,2025-05-23,13105,Expense,Medical,Pharmacy,Medical,Debit Card,false,Medical
TXN0003456,U009,2025-05-14,4318,Expense,Dining,Food Delivery,Dining,UPI,false,Dining
TXN0003457,U009,2025-05-05,6747,Expense,Entertainment,Movie Tickets,Entertainment,Net Banking,false,Entertainment
TXN0003458,U009,2025-05-22,2038,Expense,Transportation,Ola,Transportation,Debit Card,false,Transportation
TXN0003459,U009,2025-05-31,18168,Expense,Medical,Clinic,Medical,Credit Card,false,Medical
TXN0003460,U009,2025-06-27,120000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0003461,U009,2025-06-02,72000,Income,Bonus,Employer,Bonus,Net Banking,false,Bonus
TXN0003462,U009,2025-06-11,5567,Income,Freelance,Client,Freelance project,UPI,false,Freelance
TXN0003463,U009,2025-06-24,2772,Expense,Medical,Lab Tests,Medical,UPI,false,Medical
TXN0003464,U009,2025-06-14,8099,Expense,Entertainment,Movie Tickets,Entertainment,Cash,false,Entertainment
TXN0003465,U009,2025-06-22,3616,Expense,Dining,Restaurant,Dining,Credit Card,false,Dining
TXN0003466,U009,2025-06-17,9975,Expense,Medical,Hospital,Medical,Debit Card,false,Medical
TXN0003467,U009,2025-06-14,7288,Expense,Dining,Restaurant,Dining,Credit Card,false,Dining
TXN0003468,U009,2025-06-18,2745,Expense,Transportation,Gas Station,Transportation,UPI,false,Transportation
TXN0003469,U009,2025-06-06,7631,Expense,Dining,Cafe,Dining,Cash,false,Dining
TXN0003470,U009,2025-06-17,17770,Expense,Shopping,Amazon,Shopping,Credit Card,false,Shopping
TXN0003471,U009,2025-06-10,5936,Expense,Entertainment,Amazon Prime,Entertainment,Debit Card,false,Entertainment
TXN0003472,U009,2025-06-28,8613,Expense,Entertainment,Netflix,Entertainment,Cash,false,Entertainment
TXN0003473,U009,2025-07-28,120000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0003474,U009,2025-07-02,8201,Income,Freelance,Client,Freelance project,UPI,false,Freelance
TXN0003475,U009,2025-07-24,3105,Expense,Insurance,Premium Payment,Insurance,UPI,true,Insurance
TXN0003476,U009,2025-07-07,7309,Expense,Dining,Fast Food Chain,Dining,Debit Card,false,Dining
TXN0003477,U009,2025-07-24,17641,Expense,Rent,Landlord,Rent,Net Banking,true,Rent
TXN0003478,U009,2025-07-22,7709,Expense,Shopping,Nike,Shopping,Credit Card,false,Shopping
TXN0003479,U009,2025-07-07,5181,Expense,Insurance,Insurance Company,Insurance,Net Banking,true,Insurance
TXN0003480,U009,2025-07-21,17457,Expense,Shopping,Nike,Shopping,Credit Card,false,Shopping
TXN0003481,U009,2025-07-21,56009,Expense,Rent,Property Management,Rent,Cash,true,Rent
TXN0003482,U009,2025-07-15,13288,Expense,Transportation,Gas Station,Transportation,Cash,false,Transportation
TXN0003483,U009,2025-07-21,4837,Expense,Insurance,Premium Payment,Insurance,Credit Card,true,Insurance
TXN0003484,U009,2025-07-22,3955,Expense,Insurance,Premium Payment,Insurance,Credit Card,true,Insurance
TXN0003485,U009,2025-07-23,15520,Expense,Insurance,Insurance Company,Insurance,UPI,true,Insurance
TXN0003486,U009,2025-08-27,120000,Income,Salary,Employer,Monthly salary,Net Banking,true,Salary
TXN0003487,U009,2025-08-15,4888,Expense,Transportation,Uber,Transportation,Cash,false,Transportation
TXN0003488,U009,2025-08-18,16054,Expense,Shopping,Flipkart,Shopping,UPI,false,Shopping
TXN0003489,U009,2025-08-12,12973,Expense,Shopping,Amazon,Shopping,Debit Card,false,Shopping
TXN0003490,U009,2025-08-11,3221,Expense,Education,Udemy,Education,UPI,false,Education
TXN0003491,U009,2025-08-18,50332,Expense,Rent,Landlord,Rent,UPI,true,Rent
TXN0003492,U009,2025-08-06,5483,Expense,Groceries,Carrefour,Groceries,Cash,false,Groceries
TXN0003493,U009,2025-08-12,13148,Expense,Utilities,Gas Company,Utilities,UPI,false,Utilities
TXN0003494,U009,2025-08-07,5345,Expense,Dining,Restaurant,Dining,Credit Card,false,Dining
TXN0003495,U009,2025-08-25,3225,Expense,Utilities,Internet Provider,Utilities,Debit Card,false,Utilities
